Primary Key,ASIN,Individual Rating,Review Title,Review Date,Review_Date,Verified Purchase,Helpful Votes,Cleaned Review Text,Sentiment,Standardized Category,Standardized Aspect,Standardized Pain Point
2869,B0CX8PHK2P,4.0,Great laptop for the price,Reviewed in India on 7 July 2025,2025-07-07,True,0,the laptop and its performance is great and the display is also very good but the only thing it lacks on is its battery life and thats justified as it is a high performance laptop. additionally it heats pretty well so id recommend using it in a cool room. overall the laptop is value for money.,Positive,Battery - Poor Battery Backup,Battery,Poor Battery Backup
2870,B0CX8PHK2P,4.0,Great laptop for the price,Reviewed in India on 7 July 2025,2025-07-07,True,0,the laptop and its performance is great and the display is also very good but the only thing it lacks on is its battery life and thats justified as it is a high performance laptop. additionally it heats pretty well so id recommend using it in a cool room. overall the laptop is value for money.,Positive,Thermal Management - Overheating,Thermal Management,Overheating
2871,B0CX8PHK2P,1.0,Old warrenty,Reviewed in India on 11 July 2025,2025-07-11,True,0,worst product 0 batteryselling old laptopold warrentydo not buy,Negative,Battery - Poor Battery Backup,Battery,Poor Battery Backup
2872,B0CX8PHK2P,1.0,Old warrenty,Reviewed in India on 11 July 2025,2025-07-11,True,0,worst product 0 batteryselling old laptopold warrentydo not buy,Negative,Warranty - Already Expired,Warranty,Already Expired
2873,B0CX8PHK2P,5.0,Best buy for the money you spend < 90K,Reviewed in India on 20 February 2023,2023-02-20,True,80,"edit:dont be fooled by 2 ram slotsit can take a max if 16gb ram. so the only upgrade possible for the 1x16gb model is changing it to dual channel 2x8gb.found out the hard and sad way, also confirmed with lenovo.old:the other review covers it very well, it will run whatever you throw at it.i left red dead redemption 2 running for 20 hours straight. resumed playing still ran like butter.it comes with 2nd nvme slot but no screw so youll have to procure it separately.others count lack of rgb as a con, but ill say white looks professional, wich goes with the overall look of the laptop, making it suitable for use in professional environments if you dont want everyone around you knowing youre a gamer.not being able to charge via the usb c is understandable with 170 w in the adaptor.90w tdp is boost tpg it will show lower but boosts it to 90w. remains cool without throttling even for longer heavy workloads, hint 20hours of rdr2.i recommend buying a 2nd nvme along with your purchase as youll run out of 500 gigs quick.the included disk is a wd blue sn530, not the best but good performance, not something youll find slow in your daily usage unless your work is copying 200 gig everyday.2gig of the 16gb included ram go to vram .",Positive,Memory (RAM) - Not Upgradable,Memory (RAM),Not Upgradable
2874,B0CX8PHK2P,5.0,GAMING BEAST,Reviewed in India on 24 February 2025,2025-02-24,True,6,"really the best gaming laptop for multitasking, video editing, hardcore gaming.runs all aaa title games smoothly on highest settings, its also good for esports gaming. battery life is alright for a gaming laptop dont expect too much. yes it might heat up while gaming but i didnt notice it to be too much of an issue as i brought a cooling pad from kreo kreo tundra around 2k would recommend others buying gaming laptops to purchase a cooling pad cause it increases the life span of the laptop and prevents damage from overheating.overall solid choice for what u pay, the processor and gpu give amazing performance.dont worry about motherboard issues which people are spreading around online, the issue is long fixed and current generation loqs are optimized pretty well.",Positive,Battery - Poor Battery Backup (Gaming),Battery,Poor Battery Backup (Gaming)
2875,B0CX8PHK2P,5.0,GAMING BEAST,Reviewed in India on 24 February 2025,2025-02-24,True,6,"really the best gaming laptop for multitasking, video editing, hardcore gaming.runs all aaa title games smoothly on highest settings, its also good for esports gaming. battery life is alright for a gaming laptop dont expect too much. yes it might heat up while gaming but i didnt notice it to be too much of an issue as i brought a cooling pad from kreo kreo tundra around 2k would recommend others buying gaming laptops to purchase a cooling pad cause it increases the life span of the laptop and prevents damage from overheating.overall solid choice for what u pay, the processor and gpu give amazing performance.dont worry about motherboard issues which people are spreading around online, the issue is long fixed and current generation loqs are optimized pretty well.",Positive,Thermal Management - Overheating During Gaming,Thermal Management,Overheating During Gaming
2876,B0CX8PHK2P,4.0,The best at 77k but with some cons,Reviewed in India on 7 July 2025,2025-07-07,True,3,"lenovo loq i5 13th gen with 4050 and 16gb ram along with 512gb ssd at 77k with discount.bhai laptop and feature 1 number hai but 2 problem hai1. thermal specially the cpu is not good. if you want good fps and high to extreme graphics then you have to run the fan in full blast. aur uske baad bhi 80-85 degree rehta hai. just imagine without fan. amd this temperature might me the main reason for motherboard dead.2. speaker is just 2 watt which is only practical in quite room and no inside or outside noise. agar thora sa bhi noise hai then you have to get a speaker or headphone extra.bonus con for some users battery capacity may be an issu which on normal task runs around 1.5hrs to 2hrs depending on work excluding gaming. but if you always run it on direct power then it not your cup of tea.good thing pros1. amazing display with mux switch. to game khelte samay display nvdia pe switch ho jaata hai jisse display smooth refresh hota hai.2. amazing gpu which can run any game on high to max setting in good fps around 100-144 in old aaa games and medium to high setting with 70-100 fps in modern aaa title games3. lenovo vantage bohot accha software hai with lots of laptop customisation. you can even set the watt that you want your gpu and cpu to run on in order to get a balance between performance and temperature of cpu and gpu.long chalana chate ho to extended warranty and accidental warranty lo aur chalao and keep in mind to keep the temperature low cpu around 75-85 and gpu around 70-75. these are the sweetest spot. although the laptop can push upto 97 for cpu and 85 for gpu without throttling, just to let you know.i cut 1 star in review for poor cooling.",Mixed,Thermal Management - Cooling Issues,Thermal Management,Cooling Issues
2877,B0CX8PHK2P,4.0,The best at 77k but with some cons,Reviewed in India on 7 July 2025,2025-07-07,True,3,"lenovo loq i5 13th gen with 4050 and 16gb ram along with 512gb ssd at 77k with discount.bhai laptop and feature 1 number hai but 2 problem hai1. thermal specially the cpu is not good. if you want good fps and high to extreme graphics then you have to run the fan in full blast. aur uske baad bhi 80-85 degree rehta hai. just imagine without fan. amd this temperature might me the main reason for motherboard dead.2. speaker is just 2 watt which is only practical in quite room and no inside or outside noise. agar thora sa bhi noise hai then you have to get a speaker or headphone extra.bonus con for some users battery capacity may be an issu which on normal task runs around 1.5hrs to 2hrs depending on work excluding gaming. but if you always run it on direct power then it not your cup of tea.good thing pros1. amazing display with mux switch. to game khelte samay display nvdia pe switch ho jaata hai jisse display smooth refresh hota hai.2. amazing gpu which can run any game on high to max setting in good fps around 100-144 in old aaa games and medium to high setting with 70-100 fps in modern aaa title games3. lenovo vantage bohot accha software hai with lots of laptop customisation. you can even set the watt that you want your gpu and cpu to run on in order to get a balance between performance and temperature of cpu and gpu.long chalana chate ho to extended warranty and accidental warranty lo aur chalao and keep in mind to keep the temperature low cpu around 75-85 and gpu around 70-75. these are the sweetest spot. although the laptop can push upto 97 for cpu and 85 for gpu without throttling, just to let you know.i cut 1 star in review for poor cooling.",Mixed,Audio - Low Volume,Audio,Low Volume
2878,B0CX8PHK2P,4.0,The best at 77k but with some cons,Reviewed in India on 7 July 2025,2025-07-07,True,3,"lenovo loq i5 13th gen with 4050 and 16gb ram along with 512gb ssd at 77k with discount.bhai laptop and feature 1 number hai but 2 problem hai1. thermal specially the cpu is not good. if you want good fps and high to extreme graphics then you have to run the fan in full blast. aur uske baad bhi 80-85 degree rehta hai. just imagine without fan. amd this temperature might me the main reason for motherboard dead.2. speaker is just 2 watt which is only practical in quite room and no inside or outside noise. agar thora sa bhi noise hai then you have to get a speaker or headphone extra.bonus con for some users battery capacity may be an issu which on normal task runs around 1.5hrs to 2hrs depending on work excluding gaming. but if you always run it on direct power then it not your cup of tea.good thing pros1. amazing display with mux switch. to game khelte samay display nvdia pe switch ho jaata hai jisse display smooth refresh hota hai.2. amazing gpu which can run any game on high to max setting in good fps around 100-144 in old aaa games and medium to high setting with 70-100 fps in modern aaa title games3. lenovo vantage bohot accha software hai with lots of laptop customisation. you can even set the watt that you want your gpu and cpu to run on in order to get a balance between performance and temperature of cpu and gpu.long chalana chate ho to extended warranty and accidental warranty lo aur chalao and keep in mind to keep the temperature low cpu around 75-85 and gpu around 70-75. these are the sweetest spot. although the laptop can push upto 97 for cpu and 85 for gpu without throttling, just to let you know.i cut 1 star in review for poor cooling.",Mixed,Battery - Poor Battery Backup,Battery,Poor Battery Backup
